minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:banner                                  | [block] "Black Bend"
minecraft:banner                                  | [block] "Blue Bend"
minecraft:banner                                  | [block] "Brown Bend"
minecraft:banner                                  | [block] "Cyan Bend"
minecraft:banner                                  | [block] "Gray Bend"
minecraft:banner                                  | [block] "Green Bend"
minecraft:banner                                  | [block] "Light Blue Bend"
minecraft:banner                                  | [block] "Light Gray Bend"
minecraft:banner                                  | [block] "Lime Bend"
minecraft:banner                                  | [block] "Magenta Bend"
minecraft:banner                                  | [block] "Orange Bend"
minecraft:banner                                  | [block] "Pink Bend"
minecraft:banner                                  | [block] "Purple Bend"
minecraft:banner                                  | [block] "Red Bend"
minecraft:banner                                  | [block] "White Bend"
minecraft:banner                                  | [block] "Yellow Bend"
minecraft:banner                                  | [block] "Black Pale Dexter"
minecraft:banner                                  | [block] "Blue Pale Dexter"
minecraft:banner                                  | [block] "Brown Pale Dexter"
minecraft:banner                                  | [block] "Cyan Pale Dexter"
minecraft:banner                                  | [block] "Gray Pale Dexter"
minecraft:banner                                  | [block] "Green Pale Dexter"
minecraft:banner                                  | [block] "Light Blue Pale Dexter"
minecraft:banner                                  | [block] "Light Gray Pale Dexter"
minecraft:banner                                  | [block] "Lime Pale Dexter"
minecraft:banner                                  | [block] "Magenta Pale Dexter"
minecraft:banner                                  | [block] "Orange Pale Dexter"
minecraft:banner                                  | [block] "Pink Pale Dexter"
minecraft:banner                                  | [block] "Purple Pale Dexter"
minecraft:banner                                  | [block] "Red Pale Dexter"
minecraft:banner                                  | [block] "White Pale Dexter"
minecraft:banner                                  | [block] "Yellow Pale Dexter"
minecraft:banner                                  | [block] "Black Fess"
minecraft:banner                                  | [block] "Blue Fess"
minecraft:banner                                  | [block] "Brown Fess"
minecraft:banner                                  | [block] "Cyan Fess"
minecraft:banner                                  | [block] "Gray Fess"
minecraft:banner                                  | [block] "Green Fess"
minecraft:banner                                  | [block] "Light Blue Fess"
minecraft:banner                                  | [block] "Light Gray Fess"
minecraft:banner                                  | [block] "Lime Fess"
minecraft:banner                                  | [block] "Magenta Fess"
minecraft:banner                                  | [block] "Orange Fess"
minecraft:banner                                  | [block] "Pink Fess"
minecraft:banner                                  | [block] "Purple Fess"
minecraft:banner                                  | [block] "Red Fess"
minecraft:banner                                  | [block] "White Fess"
minecraft:banner                                  | [block] "Yellow Fess"
minecraft:banner                                  | [block] "Black Pale Sinister"
minecraft:banner                                  | [block] "Blue Pale Sinister"
minecraft:banner                                  | [block] "Brown Pale Sinister"
minecraft:banner                                  | [block] "Cyan Pale Sinister"
minecraft:banner                                  | [block] "Gray Pale Sinister"
minecraft:banner                                  | [block] "Green Pale Sinister"
minecraft:banner                                  | [block] "Light Blue Pale Sinister"
minecraft:banner                                  | [block] "Light Gray Pale Sinister"
minecraft:banner                                  | [block] "Lime Pale Sinister"
minecraft:banner                                  | [block] "Magenta Pale Sinister"
minecraft:banner                                  | [block] "Orange Pale Sinister"
minecraft:banner                                  | [block] "Pink Pale Sinister"
minecraft:banner                                  | [block] "Purple Pale Sinister"
minecraft:banner                                  | [block] "Red Pale Sinister"
minecraft:banner                                  | [block] "White Pale Sinister"
minecraft:banner                                  | [block] "Yellow Pale Sinister"
minecraft:banner                                  | [block] "Black Chief"
minecraft:banner                                  | [block] "Blue Chief"
minecraft:banner                                  | [block] "Brown Chief"
minecraft:banner                                  | [block] "Cyan Chief"
minecraft:banner                                  | [block] "Gray Chief"
minecraft:banner                                  | [block] "Green Chief"
minecraft:banner                                  | [block] "Light Blue Chief"
minecraft:banner                                  | [block] "Light Gray Chief"
minecraft:banner                                  | [block] "Lime Chief"
minecraft:banner                                  | [block] "Magenta Chief"
minecraft:banner                                  | [block] "Orange Chief"
minecraft:banner                                  | [block] "Pink Chief"
minecraft:banner                                  | [block] "Purple Chief"
minecraft:banner                                  | [block] "Red Chief"
minecraft:banner                                  | [block] "White Chief"
minecraft:banner                                  | [block] "Yellow Chief"
minecraft:banner                                  | [block] "Black Chevron"
minecraft:banner                                  | [block] "Blue Chevron"
minecraft:banner                                  | [block] "Brown Chevron"
minecraft:banner                                  | [block] "Cyan Chevron"
minecraft:banner                                  | [block] "Gray Chevron"
minecraft:banner                                  | [block] "Green Chevron"
minecraft:banner                                  | [block] "Light Blue Chevron"
minecraft:banner                                  | [block] "Light Gray Chevron"
minecraft:banner                                  | [block] "Lime Chevron"
minecraft:banner                                  | [block] "Magenta Chevron"
minecraft:banner                                  | [block] "Orange Chevron"
minecraft:banner                                  | [block] "Pink Chevron"
minecraft:banner                                  | [block] "Purple Chevron"
minecraft:banner                                  | [block] "Red Chevron"
minecraft:banner                                  | [block] "White Chevron"
minecraft:banner                                  | [block] "Yellow Chevron"
minecraft:banner                                  | [block] "Black Inverted Chevron"
minecraft:banner                                  | [block] "Blue Inverted Chevron"
minecraft:banner                                  | [block] "Brown Inverted Chevron"
minecraft:banner                                  | [block] "Cyan Inverted Chevron"
minecraft:banner                                  | [block] "Gray Inverted Chevron"
minecraft:banner                                  | [block] "Green Inverted Chevron"
minecraft:banner                                  | [block] "Light Blue Inverted Chevron"
minecraft:banner                                  | [block] "Light Gray Inverted Chevron"
minecraft:banner                                  | [block] "Lime Inverted Chevron"
minecraft:banner                                  | [block] "Magenta Inverted Chevron"
minecraft:banner                                  | [block] "Orange Inverted Chevron"
minecraft:banner                                  | [block] "Pink Inverted Chevron"
minecraft:banner                                  | [block] "Purple Inverted Chevron"
minecraft:banner                                  | [block] "Red Inverted Chevron"
minecraft:banner                                  | [block] "White Inverted Chevron"
minecraft:banner                                  | [block] "Yellow Inverted Chevron"
minecraft:banner                                  | [block] "Black Base Indented"
minecraft:banner                                  | [block] "Blue Base Indented"
minecraft:banner                                  | [block] "Brown Base Indented"
minecraft:banner                                  | [block] "Cyan Base Indented"
minecraft:banner                                  | [block] "Gray Base Indented"
minecraft:banner                                  | [block] "Green Base Indented"
minecraft:banner                                  | [block] "Light Blue Base Indented"
minecraft:banner                                  | [block] "Light Gray Base Indented"
minecraft:banner                                  | [block] "Lime Base Indented"
minecraft:banner                                  | [block] "Magenta Base Indented"
minecraft:banner                                  | [block] "Orange Base Indented"
minecraft:banner                                  | [block] "Pink Base Indented"
minecraft:banner                                  | [block] "Purple Base Indented"
minecraft:banner                                  | [block] "Red Base Indented"
minecraft:banner                                  | [block] "White Base Indented"
minecraft:banner                                  | [block] "Yellow Base Indented"
minecraft:banner                                  | [block] "Black Chief Indented"
minecraft:banner                                  | [block] "Blue Chief Indented"
minecraft:banner                                  | [block] "Brown Chief Indented"
minecraft:banner                                  | [block] "Cyan Chief Indented"
minecraft:banner                                  | [block] "Gray Chief Indented"
minecraft:banner                                  | [block] "Green Chief Indented"
minecraft:banner                                  | [block] "Light Blue Chief Indented"
minecraft:banner                                  | [block] "Light Gray Chief Indented"
minecraft:banner                                  | [block] "Lime Chief Indented"
minecraft:banner                                  | [block] "Magenta Chief Indented"
minecraft:banner                                  | [block] "Orange Chief Indented"
minecraft:banner                                  | [block] "Pink Chief Indented"
minecraft:banner                                  | [block] "Purple Chief Indented"
minecraft:banner                                  | [block] "Red Chief Indented"
minecraft:banner                                  | [block] "White Chief Indented"
minecraft:banner                                  | [block] "Yellow Chief Indented"
minecraft:barrel                                  | [block] "Barrel"
minecraft:barrier                                 | [block] "Barrier"
minecraft:basalt                                  | [block] "Basalt"
minecraft:beacon                                  | [block] "Beacon"
minecraft:beacon                                  | [block] "Primary Power"
minecraft:beacon                                  | [block] "Secondary Power"
minecraft:bed                                     | [block] "You can sleep only at night or during thunderstorms"
minecraft:bed                                     | [block] "You may not rest now; there are monsters nearby"
minecraft:bed                                     | [block] "This bed is obstructed"
minecraft:bed                                     | [block] "This bed is occupied"
minecraft:bed                                     | [block] "You may not rest now; the bed is too far away"
minecraft:bedrock                                 | [block] "Bedrock"
minecraft:bee_nest                                | [block] "Bee Nest"
minecraft:beehive                                 | [block] "Beehive"
minecraft:beetroots                               | [block] "Beetroots"
minecraft:bell                                    | [block] "Bell"
minecraft:big_dripleaf                            | [block] "Big Dripleaf"
minecraft:big_dripleaf_stem                       | [block] "Big Dripleaf Stem"
minecraft:birch_button                            | [block] "Birch Button"
minecraft:birch_door                              | [block] "Birch Door"
minecraft:birch_fence                             | [block] "Birch Fence"
minecraft:birch_fence_gate                        | [block] "Birch Fence Gate"
minecraft:birch_hanging_sign                      | [block] "Birch Hanging Sign"
minecraft:birch_leaves                            | [block] "Birch Leaves"
minecraft:birch_log                               | [block] "Birch Log"
minecraft:birch_planks                            | [block] "Birch Planks"
minecraft:birch_pressure_plate                    | [block] "Birch Pressure Plate"
minecraft:birch_sapling                           | [block] "Birch Sapling"
minecraft:birch_sign                              | [block] "Birch Sign"
minecraft:birch_slab                              | [block] "Birch Slab"
minecraft:birch_stairs                            | [block] "Birch Stairs"
minecraft:birch_trapdoor                          | [block] "Birch Trapdoor"
minecraft:birch_wall_hanging_sign                 | [block] "Birch Wall Hanging Sign"
minecraft:birch_wall_sign                         | [block] "Birch Wall Sign"
minecraft:birch_wood                              | [block] "Birch Wood"
minecraft:black_banner                            | [block] "Black Banner"
minecraft:black_bed                               | [block] "Black Bed"
minecraft:black_candle                            | [block] "Black Candle"
minecraft:black_candle_cake                       | [block] "Cake with Black Candle"
minecraft:black_carpet                            | [block] "Black Carpet"
minecraft:black_concrete                          | [block] "Black Concrete"
minecraft:black_concrete_powder                   | [block] "Black Concrete Powder"
minecraft:black_glazed_terracotta                 | [block] "Black Glazed Terracotta"
minecraft:black_shulker_box                       | [block] "Black Shulker Box"
minecraft:black_stained_glass                     | [block] "Black Stained Glass"
minecraft:black_stained_glass_pane                | [block] "Black Stained Glass Pane"
minecraft:black_terracotta                        | [block] "Black Terracotta"
minecraft:black_wool                              | [block] "Black Wool"
minecraft:blackstone                              | [block] "Blackstone"
minecraft:blackstone_slab                         | [block] "Blackstone Slab"
minecraft:blackstone_stairs                       | [block] "Blackstone Stairs"
minecraft:blackstone_wall                         | [block] "Blackstone Wall"
minecraft:blast_furnace                           | [block] "Blast Furnace"
minecraft:blue_banner                             | [block] "Blue Banner"
minecraft:blue_bed                                | [block] "Blue Bed"
minecraft:blue_candle                             | [block] "Blue Candle"
minecraft:blue_candle_cake                        | [block] "Cake with Blue Candle"
minecraft:blue_carpet                             | [block] "Blue Carpet"
minecraft:blue_concrete                           | [block] "Blue Concrete"
minecraft:blue_concrete_powder                    | [block] "Blue Concrete Powder"
minecraft:blue_glazed_terracotta                  | [block] "Blue Glazed Terracotta"
minecraft:blue_ice                                | [block] "Blue Ice"
minecraft:blue_orchid                             | [block] "Blue Orchid"
minecraft:blue_shulker_box                        | [block] "Blue Shulker Box"
minecraft:blue_stained_glass                      | [block] "Blue Stained Glass"
minecraft:blue_stained_glass_pane                 | [block] "Blue Stained Glass Pane"
minecraft:blue_terracotta                         | [block] "Blue Terracotta"
minecraft:blue_wool                               | [block] "Blue Wool"
minecraft:bone_block                              | [block] "Bone Block"
minecraft:bookshelf                               | [block] "Bookshelf"
minecraft:brain_coral                             | [block] "Brain Coral"
minecraft:brain_coral_block                       | [block] "Brain Coral Block"
minecraft:brain_coral_fan                         | [block] "Brain Coral Fan"
minecraft:brain_coral_wall_fan                    | [block] "Brain Coral Wall Fan"
minecraft:brewing_stand                           | [block] "Brewing Stand"
minecraft:brick_slab                              | [block] "Brick Slab"
minecraft:brick_stairs                            | [block] "Brick Stairs"
minecraft:brick_wall                              | [block] "Brick Wall"
minecraft:bricks                                  | [block] "Bricks"
minecraft:brown_banner                            | [block] "Brown Banner"
minecraft:brown_bed                               | [block] "Brown Bed"
minecraft:brown_candle                            | [block] "Brown Candle"
minecraft:brown_candle_cake                       | [block] "Cake with Brown Candle"
minecraft:brown_carpet                            | [block] "Brown Carpet"
minecraft:brown_concrete                          | [block] "Brown Concrete"
minecraft:brown_concrete_powder                   | [block] "Brown Concrete Powder"
minecraft:brown_glazed_terracotta                 | [block] "Brown Glazed Terracotta"
minecraft:brown_mushroom                          | [block] "Brown Mushroom"
minecraft:brown_mushroom_block                    | [block] "Brown Mushroom Block"
minecraft:brown_shulker_box                       | [block] "Brown Shulker Box"
minecraft:brown_stained_glass                     | [block] "Brown Stained Glass"
minecraft:brown_stained_glass_pane                | [block] "Brown Stained Glass Pane"
minecraft:brown_terracotta                        | [block] "Brown Terracotta"
minecraft:brown_wool                              | [block] "Brown Wool"
minecraft:bubble_column                           | [block] "Bubble Column"
minecraft:bubble_coral                            | [block] "Bubble Coral"
minecraft:bubble_coral_block                      | [block] "Bubble Coral Block"
minecraft:bubble_coral_fan                        | [block] "Bubble Coral Fan"
minecraft:bubble_coral_wall_fan                   | [block] "Bubble Coral Wall Fan"
minecraft:budding_amethyst                        | [block] "Budding Amethyst"
minecraft:bush                                    | [block] "Bush"
minecraft:cactus                                  | [block] "Cactus"
minecraft:cactus_flower                           | [block] "Cactus Flower"
minecraft:cake                                    | [block] "Cake"
minecraft:calcite                                 | [block] "Calcite"
minecraft:calibrated_sculk_sensor                 | [block] "Calibrated Sculk Sensor"
minecraft:campfire                                | [block] "Campfire"
minecraft:candle                                  | [block] "Candle"
minecraft:candle_cake                             | [block] "Cake with Candle"
minecraft:carrots                                 | [block] "Carrots"
minecraft:cartography_table                       | [block] "Cartography Table"
minecraft:carved_pumpkin                          | [block] "Carved Pumpkin"
minecraft:cauldron                                | [block] "Cauldron"
minecraft:cave_air                                | [block] "Cave Air"
minecraft:cave_vines                              | [block] "Cave Vines"
minecraft:cave_vines_plant                        | [block] "Cave Vines Plant"
minecraft:chain                                   | [block] "Chain"
minecraft:chain_command_block                     | [block] "Chain Command Block"
minecraft:cherry_button                           | [block] "Cherry Button"
minecraft:cherry_door                             | [block] "Cherry Door"
minecraft:cherry_fence                            | [block] "Cherry Fence"
minecraft:cherry_fence_gate                       | [block] "Cherry Fence Gate"
minecraft:cherry_hanging_sign                     | [block] "Cherry Hanging Sign"
minecraft:cherry_leaves                           | [block] "Cherry Leaves"
minecraft:cherry_log                              | [block] "Cherry Log"
minecraft:cherry_planks                           | [block] "Cherry Planks"
minecraft:cherry_pressure_plate                   | [block] "Cherry Pressure Plate"
minecraft:cherry_sapling                          | [block] "Cherry Sapling"
minecraft:cherry_sign                             | [block] "Cherry Sign"
minecraft:cherry_slab                             | [block] "Cherry Slab"
minecraft:cherry_stairs                           | [block] "Cherry Stairs"
minecraft:cherry_trapdoor                         | [block] "Cherry Trapdoor"
minecraft:cherry_wall_hanging_sign                | [block] "Cherry Wall Hanging Sign"
minecraft:cherry_wall_sign                        | [block] "Cherry Wall Sign"
minecraft:cherry_wood                             | [block] "Cherry Wood"
minecraft:chest                                   | [block] "Chest"
minecraft:chipped_anvil                           | [block] "Chipped Anvil"
minecraft:chiseled_bookshelf                      | [block] "Chiseled Bookshelf"
minecraft:chiseled_copper                         | [block] "Chiseled Copper"
minecraft:chiseled_deepslate                      | [block] "Chiseled Deepslate"
minecraft:chiseled_nether_bricks                  | [block] "Chiseled Nether Bricks"
minecraft:chiseled_polished_blackstone            | [block] "Chiseled Polished Blackstone"
minecraft:chiseled_quartz_block                   | [block] "Chiseled Quartz Block"
minecraft:chiseled_red_sandstone                  | [block] "Chiseled Red Sandstone"
minecraft:chiseled_resin_bricks                   | [block] "Chiseled Resin Bricks"
minecraft:chiseled_sandstone                      | [block] "Chiseled Sandstone"
minecraft:chiseled_stone_bricks                   | [block] "Chiseled Stone Bricks"
minecraft:chiseled_tuff                           | [block] "Chiseled Tuff"
minecraft:chiseled_tuff_bricks                    | [block] "Chiseled Tuff Bricks"
minecraft:chorus_flower                           | [block] "Chorus Flower"
minecraft:chorus_plant                            | [block] "Chorus Plant"
minecraft:clay                                    | [block] "Clay"
minecraft:closed_eyeblossom                       | [block] "Closed Eyeblossom"
minecraft:coal_block                              | [block] "Block of Coal"
minecraft:coal_ore                                | [block] "Coal Ore"
minecraft:coarse_dirt                             | [block] "Coarse Dirt"
minecraft:cobbled_deepslate                       | [block] "Cobbled Deepslate"
minecraft:cobbled_deepslate_slab                  | [block] "Cobbled Deepslate Slab"
minecraft:cobbled_deepslate_stairs                | [block] "Cobbled Deepslate Stairs"
minecraft:cobbled_deepslate_wall                  | [block] "Cobbled Deepslate Wall"
minecraft:cobblestone                             | [block] "Cobblestone"
minecraft:cobblestone_slab                        | [block] "Cobblestone Slab"
minecraft:cobblestone_stairs                      | [block] "Cobblestone Stairs"
minecraft:cobblestone_wall                        | [block] "Cobblestone Wall"
minecraft:cobweb                                  | [block] "Cobweb"
minecraft:cocoa                                   | [block] "Cocoa"
minecraft:command_block                           | [block] "Command Block"
minecraft:comparator                              | [block] "Redstone Comparator"
minecraft:composter                               | [block] "Composter"
minecraft:conduit                                 | [block] "Conduit"
minecraft:copper_block                            | [block] "Block of Copper"
minecraft:copper_bulb                             | [block] "Copper Bulb"
minecraft:copper_door                             | [block] "Copper Door"
minecraft:copper_grate                            | [block] "Copper Grate"
minecraft:copper_ore                              | [block] "Copper Ore"
minecraft:copper_trapdoor                         | [block] "Copper Trapdoor"
minecraft:cornflower                              | [block] "Cornflower"
minecraft:cracked_deepslate_bricks                | [block] "Cracked Deepslate Bricks"
minecraft:cracked_deepslate_tiles                 | [block] "Cracked Deepslate Tiles"
minecraft:cracked_nether_bricks                   | [block] "Cracked Nether Bricks"
minecraft:cracked_polished_blackstone_bricks      | [block] "Cracked Polished Blackstone Bricks"
minecraft:cracked_stone_bricks                    | [block] "Cracked Stone Bricks"
minecraft:crafter                                 | [block] "Crafter"
minecraft:crafting_table                          | [block] "Crafting Table"
minecraft:creaking_heart                          | [block] "Creaking Heart"
minecraft:creeper_head                            | [block] "Creeper Head"
minecraft:creeper_wall_head                       | [block] "Creeper Wall Head"
minecraft:crimson_button                          | [block] "Crimson Button"
minecraft:crimson_door                            | [block] "Crimson Door"
minecraft:crimson_fence                           | [block] "Crimson Fence"
minecraft:crimson_fence_gate                      | [block] "Crimson Fence Gate"
minecraft:crimson_fungus                          | [block] "Crimson Fungus"
minecraft:crimson_hanging_sign                    | [block] "Crimson Hanging Sign"
minecraft:crimson_hyphae                          | [block] "Crimson Hyphae"
minecraft:crimson_nylium                          | [block] "Crimson Nylium"
minecraft:crimson_planks                          | [block] "Crimson Planks"
minecraft:crimson_pressure_plate                  | [block] "Crimson Pressure Plate"
minecraft:crimson_roots                           | [block] "Crimson Roots"
minecraft:crimson_sign                            | [block] "Crimson Sign"
minecraft:crimson_slab                            | [block] "Crimson Slab"
minecraft:crimson_stairs                          | [block] "Crimson Stairs"
minecraft:crimson_stem                            | [block] "Crimson Stem"
minecraft:crimson_trapdoor                        | [block] "Crimson Trapdoor"
minecraft:crimson_wall_hanging_sign               | [block] "Crimson Wall Hanging Sign"
minecraft:crimson_wall_sign                       | [block] "Crimson Wall Sign"
minecraft:crying_obsidian                         | [block] "Crying Obsidian"
minecraft:cut_copper                              | [block] "Cut Copper"
minecraft:cut_copper_slab                         | [block] "Cut Copper Slab"
minecraft:cut_copper_stairs                       | [block] "Cut Copper Stairs"
minecraft:cut_red_sandstone                       | [block] "Cut Red Sandstone"
minecraft:cut_red_sandstone_slab                  | [block] "Cut Red Sandstone Slab"
minecraft:cut_sandstone                           | [block] "Cut Sandstone"
minecraft:cut_sandstone_slab                      | [block] "Cut Sandstone Slab"
minecraft:cyan_banner                             | [block] "Cyan Banner"
minecraft:cyan_bed                                | [block] "Cyan Bed"
minecraft:cyan_candle                             | [block] "Cyan Candle"
minecraft:cyan_candle_cake                        | [block] "Cake with Cyan Candle"
minecraft:cyan_carpet                             | [block] "Cyan Carpet"
minecraft:cyan_concrete                           | [block] "Cyan Concrete"
minecraft:cyan_concrete_powder                    | [block] "Cyan Concrete Powder"
minecraft:cyan_glazed_terracotta                  | [block] "Cyan Glazed Terracotta"
minecraft:cyan_shulker_box                        | [block] "Cyan Shulker Box"
minecraft:cyan_stained_glass                      | [block] "Cyan Stained Glass"
minecraft:cyan_stained_glass_pane                 | [block] "Cyan Stained Glass Pane"
minecraft:cyan_terracotta                         | [block] "Cyan Terracotta"
minecraft:cyan_wool                               | [block] "Cyan Wool"
minecraft:damaged_anvil                           | [block] "Damaged Anvil"
minecraft:dandelion                               | [block] "Dandelion"
minecraft:dark_oak_button                         | [block] "Dark Oak Button"
minecraft:dark_oak_door                           | [block] "Dark Oak Door"
minecraft:dark_oak_fence                          | [block] "Dark Oak Fence"
minecraft:dark_oak_fence_gate                     | [block] "Dark Oak Fence Gate"
minecraft:dark_oak_hanging_sign                   | [block] "Dark Oak Hanging Sign"
minecraft:dark_oak_leaves                         | [block] "Dark Oak Leaves"
minecraft:dark_oak_log                            | [block] "Dark Oak Log"
minecraft:dark_oak_planks                         | [block] "Dark Oak Planks"
minecraft:dark_oak_pressure_plate                 | [block] "Dark Oak Pressure Plate"
minecraft:dark_oak_sapling                        | [block] "Dark Oak Sapling"
minecraft:dark_oak_sign                           | [block] "Dark Oak Sign"
minecraft:dark_oak_slab                           | [block] "Dark Oak Slab"
minecraft:dark_oak_stairs                         | [block] "Dark Oak Stairs"
minecraft:dark_oak_trapdoor                       | [block] "Dark Oak Trapdoor"
minecraft:dark_oak_wall_hanging_sign              | [block] "Dark Oak Wall Hanging Sign"
minecraft:dark_oak_wall_sign                      | [block] "Dark Oak Wall Sign"
minecraft:dark_oak_wood                           | [block] "Dark Oak Wood"
minecraft:dark_prismarine                         | [block] "Dark Prismarine"
minecraft:dark_prismarine_slab                    | [block] "Dark Prismarine Slab"
minecraft:dark_prismarine_stairs                  | [block] "Dark Prismarine Stairs"
minecraft:daylight_detector                       | [block] "Daylight Detector"
minecraft:dead_brain_coral                        | [block] "Dead Brain Coral"
minecraft:dead_brain_coral_block                  | [block] "Dead Brain Coral Block"
minecraft:dead_brain_coral_fan                    | [block] "Dead Brain Coral Fan"
minecraft:dead_brain_coral_wall_fan               | [block] "Dead Brain Coral Wall Fan"
minecraft:dead_bubble_coral                       | [block] "Dead Bubble Coral"
minecraft:dead_bubble_coral_block                 | [block] "Dead Bubble Coral Block"
minecraft:dead_bubble_coral_fan                   | [block] "Dead Bubble Coral Fan"
minecraft:dead_bubble_coral_wall_fan              | [block] "Dead Bubble Coral Wall Fan"
minecraft:dead_bush                               | [block] "Dead Bush"
minecraft:dead_fire_coral                         | [block] "Dead Fire Coral"
minecraft:dead_fire_coral_block                   | [block] "Dead Fire Coral Block"
minecraft:dead_fire_coral_fan                     | [block] "Dead Fire Coral Fan"
minecraft:dead_fire_coral_wall_fan                | [block] "Dead Fire Coral Wall Fan"
minecraft:dead_horn_coral                         | [block] "Dead Horn Coral"
minecraft:dead_horn_coral_block                   | [block] "Dead Horn Coral Block"
minecraft:dead_horn_coral_fan                     | [block] "Dead Horn Coral Fan"
minecraft:dead_horn_coral_wall_fan                | [block] "Dead Horn Coral Wall Fan"
minecraft:dead_tube_coral                         | [block] "Dead Tube Coral"
minecraft:dead_tube_coral_block                   | [block] "Dead Tube Coral Block"
minecraft:dead_tube_coral_fan                     | [block] "Dead Tube Coral Fan"
minecraft:dead_tube_coral_wall_fan                | [block] "Dead Tube Coral Wall Fan"
minecraft:decorated_pot                           | [block] "Decorated Pot"
minecraft:deepslate                               | [block] "Deepslate"
minecraft:deepslate_brick_slab                    | [block] "Deepslate Brick Slab"
minecraft:deepslate_brick_stairs                  | [block] "Deepslate Brick Stairs"
minecraft:deepslate_brick_wall                    | [block] "Deepslate Brick Wall"
minecraft:deepslate_bricks                        | [block] "Deepslate Bricks"
minecraft:deepslate_coal_ore                      | [block] "Deepslate Coal Ore"
minecraft:deepslate_copper_ore                    | [block] "Deepslate Copper Ore"
minecraft:deepslate_diamond_ore                   | [block] "Deepslate Diamond Ore"
minecraft:deepslate_emerald_ore                   | [block] "Deepslate Emerald Ore"
minecraft:deepslate_gold_ore                      | [block] "Deepslate Gold Ore"
minecraft:deepslate_iron_ore                      | [block] "Deepslate Iron Ore"
minecraft:deepslate_lapis_ore                     | [block] "Deepslate Lapis Lazuli Ore"
minecraft:deepslate_redstone_ore                  | [block] "Deepslate Redstone Ore"
minecraft:deepslate_tile_slab                     | [block] "Deepslate Tile Slab"
minecraft:deepslate_tile_stairs                   | [block] "Deepslate Tile Stairs"
minecraft:deepslate_tile_wall                     | [block] "Deepslate Tile Wall"
minecraft:deepslate_tiles                         | [block] "Deepslate Tiles"
minecraft:detector_rail                           | [block] "Detector Rail"
minecraft:diamond_block                           | [block] "Block of Diamond"
minecraft:diamond_ore                             | [block] "Diamond Ore"
minecraft:diorite                                 | [block] "Diorite"
minecraft:diorite_slab                            | [block] "Diorite Slab"
minecraft:diorite_stairs                          | [block] "Diorite Stairs"
minecraft:diorite_wall                            | [block] "Diorite Wall"
minecraft:dirt                                    | [block] "Dirt"
minecraft:dirt_path                               | [block] "Dirt Path"
minecraft:dispenser                               | [block] "Dispenser"
minecraft:dragon_egg                              | [block] "Dragon Egg"
minecraft:dragon_head                             | [block] "Dragon Head"
minecraft:dragon_wall_head                        | [block] "Dragon Wall Head"
minecraft:dried_kelp_block                        | [block] "Dried Kelp Block"
minecraft:dripstone_block                         | [block] "Dripstone Block"
minecraft:dropper                                 | [block] "Dropper"
minecraft:emerald_block                           | [block] "Block of Emerald"
minecraft:emerald_ore                             | [block] "Emerald Ore"
minecraft:enchanting_table                        | [block] "Enchanting Table"
minecraft:end_gateway                             | [block] "End Gateway"
minecraft:end_portal                              | [block] "End Portal"
minecraft:end_portal_frame                        | [block] "End Portal Frame"
minecraft:end_rod                                 | [block] "End Rod"
minecraft:end_stone                               | [block] "End Stone"
minecraft:end_stone_brick_slab                    | [block] "End Stone Brick Slab"
minecraft:end_stone_brick_stairs                  | [block] "End Stone Brick Stairs"
minecraft:end_stone_brick_wall                    | [block] "End Stone Brick Wall"
minecraft:end_stone_bricks                        | [block] "End Stone Bricks"
minecraft:ender_chest                             | [block] "Ender Chest"
minecraft:exposed_chiseled_copper                 | [block] "Exposed Chiseled Copper"
minecraft:exposed_copper                          | [block] "Exposed Copper"
minecraft:exposed_copper_bulb                     | [block] "Exposed Copper Bulb"
minecraft:exposed_copper_door                     | [block] "Exposed Copper Door"
minecraft:exposed_copper_grate                    | [block] "Exposed Copper Grate"
minecraft:exposed_copper_trapdoor                 | [block] "Exposed Copper Trapdoor"
minecraft:exposed_cut_copper                      | [block] "Exposed Cut Copper"
minecraft:exposed_cut_copper_slab                 | [block] "Exposed Cut Copper Slab"
minecraft:exposed_cut_copper_stairs               | [block] "Exposed Cut Copper Stairs"
minecraft:farmland                                | [block] "Farmland"
minecraft:fern                                    | [block] "Fern"
minecraft:fire                                    | [block] "Fire"
minecraft:fire_coral                              | [block] "Fire Coral"
minecraft:fire_coral_block                        | [block] "Fire Coral Block"
minecraft:fire_coral_fan                          | [block] "Fire Coral Fan"
minecraft:fire_coral_wall_fan                     | [block] "Fire Coral Wall Fan"
minecraft:firefly_bush                            | [block] "Firefly Bush"
minecraft:fletching_table                         | [block] "Fletching Table"
minecraft:flower_pot                              | [block] "Flower Pot"
minecraft:flowering_azalea                        | [block] "Flowering Azalea"
minecraft:flowering_azalea_leaves                 | [block] "Flowering Azalea Leaves"
minecraft:frogspawn                               | [block] "Frogspawn"
minecraft:frosted_ice                             | [block] "Frosted Ice"
minecraft:furnace                                 | [block] "Furnace"
minecraft:gilded_blackstone                       | [block] "Gilded Blackstone"
minecraft:glass                                   | [block] "Glass"
minecraft:glass_pane                              | [block] "Glass Pane"
minecraft:glow_lichen                             | [block] "Glow Lichen"
minecraft:glowstone                               | [block] "Glowstone"
minecraft:gold_block                              | [block] "Block of Gold"
minecraft:gold_ore                                | [block] "Gold Ore"
minecraft:granite                                 | [block] "Granite"
minecraft:granite_slab                            | [block] "Granite Slab"
